category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
G58,Other mononeuropathies,G50-G59,"Nerve, nerve root and plexus disorders (G50-G59)",6,Diseases of the nervous system (G00-G99)
G59,Mononeuropathy in diseases classified elsewhere,G50-G59,"Nerve, nerve root and plexus disorders (G50-G59)",6,Diseases of the nervous system (G00-G99)
G60,Hereditary and idiopathic neuropathy,G60-G65,Polyneuropathies and other disorders of the peripheral nervous system (G60-G65),6,Diseases of the nervous system (G00-G99)
G61,Inflammatory polyneuropathy,G60-G65,Polyneuropathies and other disorders of the peripheral nervous system (G60-G65),6,Diseases of the nervous system (G00-G99)
G62,Other and unspecified polyneuropathies,G60-G65,Polyneuropathies and other disorders of the peripheral nervous system (G60-G65),6,Diseases of the nervous system (G00-G99)
G63,Polyneuropathy in diseases classified elsewhere,G60-G65,Polyneuropathies and other disorders of the peripheral nervous system (G60-G65),6,Diseases of the nervous system (G00-G99)
G64,Other disorders of peripheral nervous system,G60-G65,Polyneuropathies and other disorders of the peripheral nervous system (G60-G65),6,Diseases of the nervous system (G00-G99)
G65,Sequelae of inflammatory and toxic polyneuropathies,G60-G65,Polyneuropathies and other disorders of the peripheral nervous system (G60-G65),6,Diseases of the nervous system (G00-G99)
G70,Myasthenia gravis and other myoneural disorders,G70-G73,Diseases of myoneural junction and muscle (G70-G73),6,Diseases of the nervous system (G00-G99)
G71,Primary disorders of muscles,G70-G73,Diseases of myoneural junction and muscle (G70-G73),6,Diseases of the nervous system (G00-G99)
G72,Other and unspecified myopathies,G70-G73,Diseases of myoneural junction and muscle (G70-G73),6,Diseases of the nervous system (G00-G99)
G73,Disorders of myoneural junction and muscle in diseases classified elsewhere,G70-G73,Diseases of myoneural junction and muscle (G70-G73),6,Diseases of the nervous system (G00-G99)
G80,Cerebral palsy,G80-G83,Cerebral palsy and other paralytic syndromes (G80-G83),6,Diseases of the nervous system (G00-G99)
G81,Hemiplegia and hemiparesis,G80-G83,Cerebral palsy and other paralytic syndromes (G80-G83),6,Diseases of the nervous system (G00-G99)
G82,Paraplegia (paraparesis) and quadriplegia (quadriparesis),G80-G83,Cerebral palsy and other paralytic syndromes (G80-G83),6,Diseases of the nervous system (G00-G99)
G83,Other paralytic syndromes,G80-G83,Cerebral palsy and other paralytic syndromes (G80-G83),6,Diseases of the nervous system (G00-G99)
G89,"Pain, not elsewhere classified",G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G90,Disorders of autonomic nervous system,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G91,Hydrocephalus,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G92,Toxic encephalopathy,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G93,Other disorders of brain,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G94,Other disorders of brain in diseases classified elsewhere,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G95,Other and unspecified diseases of spinal cord,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G96,Other disorders of central nervous system,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G97,"Intraoperative and postprocedural complications and disorders of nervous system, not elsewhere classified",G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G98,Other disorders of nervous system not elsewhere classified,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
G99,Other disorders of nervous system in diseases classified elsewhere,G89-G99,Other disorders of the nervous system (G89-G99),6,Diseases of the nervous system (G00-G99)
H00,Hordeolum and chalazion,H00-H05,"Disorders of eyelid, lacrimal system and orbit (H00-H05)",7,Diseases of the eye and adnexa (H00-H59)
H01,Other inflammation of eyelid,H00-H05,"Disorders of eyelid, lacrimal system and orbit (H00-H05)",7,Diseases of the eye and adnexa (H00-H59)
H02,Other disorders of eyelid,H00-H05,"Disorders of eyelid, lacrimal system and orbit (H00-H05)",7,Diseases of the eye and adnexa (H00-H59)
H04,Disorders of lacrimal system,H00-H05,"Disorders of eyelid, lacrimal system and orbit (H00-H05)",7,Diseases of the eye and adnexa (H00-H59)
H05,Disorders of orbit,H00-H05,"Disorders of eyelid, lacrimal system and orbit (H00-H05)",7,Diseases of the eye and adnexa (H00-H59)
H10,Conjunctivitis,H10-H11,Disorders of conjunctiva (H10-H11),7,Diseases of the eye and adnexa (H00-H59)
H11,Other disorders of conjunctiva,H10-H11,Disorders of conjunctiva (H10-H11),7,Diseases of the eye and adnexa (H00-H59)
H15,Disorders of sclera,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H16,Keratitis,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H17,Corneal scars and opacities,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H18,Other disorders of cornea,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H20,Iridocyclitis,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H21,Other disorders of iris and ciliary body,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H22,Disorders of iris and ciliary body in diseases classified elsewhere,H15-H22,"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",7,Diseases of the eye and adnexa (H00-H59)
H25,Age-related cataract,H25-H28,Disorders of lens (H25-H28),7,Diseases of the eye and adnexa (H00-H59)
H26,Other cataract,H25-H28,Disorders of lens (H25-H28),7,Diseases of the eye and adnexa (H00-H59)
H27,Other disorders of lens,H25-H28,Disorders of lens (H25-H28),7,Diseases of the eye and adnexa (H00-H59)
H28,Cataract in diseases classified elsewhere,H25-H28,Disorders of lens (H25-H28),7,Diseases of the eye and adnexa (H00-H59)
H30,Chorioretinal inflammation,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H31,Other disorders of choroid,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H32,Chorioretinal disorders in diseases classified elsewhere,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H33,Retinal detachments and breaks,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H34,Retinal vascular occlusions,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H35,Other retinal disorders,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H36,Retinal disorders in diseases classified elsewhere,H30-H36,Disorders of choroid and retina (H30-H36),7,Diseases of the eye and adnexa (H00-H59)
H40,Glaucoma,H40-H42,Glaucoma (H40-H42),7,Diseases of the eye and adnexa (H00-H59)
H42,Glaucoma in diseases classified elsewhere,H40-H42,Glaucoma (H40-H42),7,Diseases of the eye and adnexa (H00-H59)
H43,Disorders of vitreous body,H43-H44,Disorders of vitreous body and globe (H43-H44),7,Diseases of the eye and adnexa (H00-H59)
H44,Disorders of globe,H43-H44,Disorders of vitreous body and globe (H43-H44),7,Diseases of the eye and adnexa (H00-H59)
H46,Optic neuritis,H46-H47,Disorders of optic nerve and visual pathways (H46-H47),7,Diseases of the eye and adnexa (H00-H59)
H47,Other disorders of optic [2nd] nerve and visual pathways,H46-H47,Disorders of optic nerve and visual pathways (H46-H47),7,Diseases of the eye and adnexa (H00-H59)
H49,Paralytic strabismus,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",7,Diseases of the eye and adnexa (H00-H59)
H50,Other strabismus,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",7,Diseases of the eye and adnexa (H00-H59)
H51,Other disorders of binocular movement,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",7,Diseases of the eye and adnexa (H00-H59)
H52,Disorders of refraction and accommodation,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",7,Diseases of the eye and adnexa (H00-H59)
H53,Visual disturbances,H53-H54,Visual disturbances and blindness (H53-H54),7,Diseases of the eye and adnexa (H00-H59)
H54,Blindness and low vision,H53-H54,Visual disturbances and blindness (H53-H54),7,Diseases of the eye and adnexa (H00-H59)
H55,Nystagmus and other irregular eye movements,H55-H57,Other disorders of eye and adnexa (H55-H57),7,Diseases of the eye and adnexa (H00-H59)
H57,Other disorders of eye and adnexa,H55-H57,Other disorders of eye and adnexa (H55-H57),7,Diseases of the eye and adnexa (H00-H59)
H59,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified",H59,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified",7,Diseases of the eye and adnexa (H00-H59)
H59,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified",H59,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified",7,Diseases of the eye and adnexa (H00-H59)
H60,Otitis externa,H60-H62,Diseases of external ear (H60-H62),8,Diseases of the ear and mastoid process (H60-H95)
H61,Other disorders of external ear,H60-H62,Diseases of external ear (H60-H62),8,Diseases of the ear and mastoid process (H60-H95)
H62,Disorders of external ear in diseases classified elsewhere,H60-H62,Diseases of external ear (H60-H62),8,Diseases of the ear and mastoid process (H60-H95)
H65,Nonsuppurative otitis media,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H66,Suppurative and unspecified otitis media,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H67,Otitis media in diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H68,Eustachian salpingitis and obstruction,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H69,Other and unspecified disorders of Eustachian tube,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H70,Mastoiditis and related conditions,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H71,Cholesteatoma of middle ear,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H72,Perforation of tympanic membrane,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H73,Other disorders of tympanic membrane,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H74,Other disorders of middle ear mastoid,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,H65-H75,Diseases of middle ear and mastoid (H65-H75),8,Diseases of the ear and mastoid process (H60-H95)
H80,Otosclerosis,H80-H83,Diseases of inner ear (H80-H83),8,Diseases of the ear and mastoid process (H60-H95)
H81,Disorders of vestibular function,H80-H83,Diseases of inner ear (H80-H83),8,Diseases of the ear and mastoid process (H60-H95)
H82,Vertiginous syndromes in diseases classified elsewhere,H80-H83,Diseases of inner ear (H80-H83),8,Diseases of the ear and mastoid process (H60-H95)
H83,Other diseases of inner ear,H80-H83,Diseases of inner ear (H80-H83),8,Diseases of the ear and mastoid process (H60-H95)
H90,Conductive and sensorineural hearing loss,H90-H94,Other disorders of ear (H90-H94),8,Diseases of the ear and mastoid process (H60-H95)
H91,Other and unspecified hearing loss,H90-H94,Other disorders of ear (H90-H94),8,Diseases of the ear and mastoid process (H60-H95)
H92,Otalgia and effusion of ear,H90-H94,Other disorders of ear (H90-H94),8,Diseases of the ear and mastoid process (H60-H95)
H93,"Other disorders of ear, not elsewhere classified",H90-H94,Other disorders of ear (H90-H94),8,Diseases of the ear and mastoid process (H60-H95)
H94,Other disorders of ear in diseases classified elsewhere,H90-H94,Other disorders of ear (H90-H94),8,Diseases of the ear and mastoid process (H60-H95)
H95,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified",H95,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified",8,Diseases of the ear and mastoid process (H60-H95)
H95,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified",H95,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified",8,Diseases of the ear and mastoid process (H60-H95)
I00,Rheumatic fever without heart involvement,I00-I02,Acute rheumatic fever (I00-I02),9,Diseases of the circulatory system (I00-I99)
I01,Rheumatic fever with heart involvement,I00-I02,Acute rheumatic fever (I00-I02),9,Diseases of the circulatory system (I00-I99)
I02,Rheumatic chorea,I00-I02,Acute rheumatic fever (I00-I02),9,Diseases of the circulatory system (I00-I99)
I05,Rheumatic mitral valve diseases,I05-I09,Chronic rheumatic heart diseases (I05-I09),9,Diseases of the circulatory system (I00-I99)
I06,Rheumatic aortic valve diseases,I05-I09,Chronic rheumatic heart diseases (I05-I09),9,Diseases of the circulatory system (I00-I99)
I07,Rheumatic tricuspid valve diseases,I05-I09,Chronic rheumatic heart diseases (I05-I09),9,Diseases of the circulatory system (I00-I99)
I08,Multiple valve diseases,I05-I09,Chronic rheumatic heart diseases (I05-I09),9,Diseases of the circulatory system (I00-I99)
I09,Other rheumatic heart diseases,I05-I09,Chronic rheumatic heart diseases (I05-I09),9,Diseases of the circulatory system (I00-I99)
I10,Essential (primary) hypertension,I10-I16,Hypertensive diseases (I10-I16),9,Diseases of the circulatory system (I00-I99)
I11,Hypertensive heart disease,I10-I16,Hypertensive diseases (I10-I16),9,Diseases of the circulatory system (I00-I99)
I12,Hypertensive chronic kidney disease,I10-I16,Hypertensive diseases (I10-I16),9,Diseases of the circulatory system (I00-I99)
I13,Hypertensive heart and chronic kidney disease,I10-I16,Hypertensive diseases (I10-I16),9,Diseases of the circulatory system (I00-I99)
I15,Secondary hypertension,I10-I16,Hypertensive diseases (I10-I16),9,Diseases of the circulatory system (I00-I99)
I16,Hypertensive crisis,I10-I16,Hypertensive diseases (I10-I16),9,Diseases of the circulatory system (I00-I99)
I20,Angina pectoris,I20-I25,Ischemic heart diseases (I20-I25),9,Diseases of the circulatory system (I00-I99)
I21,Acute myocardial infarction,I20-I25,Ischemic heart diseases (I20-I25),9,Diseases of the circulatory system (I00-I99)
I22,Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction,I20-I25,Ischemic heart diseases (I20-I25),9,Diseases of the circulatory system (I00-I99)
I23,Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period),I20-I25,Ischemic heart diseases (I20-I25),9,Diseases of the circulatory system (I00-I99)
I24,Other acute ischemic heart diseases,I20-I25,Ischemic heart diseases (I20-I25),9,Diseases of the circulatory system (I00-I99)
I25,Chronic ischemic heart disease,I20-I25,Ischemic heart diseases (I20-I25),9,Diseases of the circulatory system (I00-I99)
I26,Pulmonary embolism,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),9,Diseases of the circulatory system (I00-I99)
I27,Other pulmonary heart diseases,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),9,Diseases of the circulatory system (I00-I99)
I28,Other diseases of pulmonary vessels,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation (I26-I28),9,Diseases of the circulatory system (I00-I99)
I30,Acute pericarditis,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I31,Other diseases of pericardium,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I32,Pericarditis in diseases classified elsewhere,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I33,Acute and subacute endocarditis,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I34,Nonrheumatic mitral valve disorders,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I35,Nonrheumatic aortic valve disorders,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I36,Nonrheumatic tricuspid valve disorders,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I37,Nonrheumatic pulmonary valve disorders,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I38,"Endocarditis, valve unspecified",I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I40,Acute myocarditis,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I41,Myocarditis in diseases classified elsewhere,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I42,Cardiomyopathy,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I43,Cardiomyopathy in diseases classified elsewhere,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I44,Atrioventricular and left bundle-branch block,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I45,Other conduction disorders,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I46,Cardiac arrest,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I47,Paroxysmal tachycardia,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I48,Atrial fibrillation and flutter,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I49,Other cardiac arrhythmias,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I50,Heart failure,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I51,Complications and ill-defined descriptions of heart disease,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I52,Other heart disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease (I30-I52),9,Diseases of the circulatory system (I00-I99)
I60,Nontraumatic subarachnoid hemorrhage,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I61,Nontraumatic intracerebral hemorrhage,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I62,Other and unspecified nontraumatic intracranial hemorrhage,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I63,Cerebral infarction,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I67,Other cerebrovascular diseases,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I68,Cerebrovascular disorders in diseases classified elsewhere,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I69,Sequelae of cerebrovascular disease,I60-I69,Cerebrovascular diseases (I60-I69),9,Diseases of the circulatory system (I00-I99)
I70,Atherosclerosis,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I71,Aortic aneurysm and dissection,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I72,Other aneurysm,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I73,Other peripheral vascular diseases,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I74,Arterial embolism and thrombosis,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I75,Atheroembolism,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I76,Septic arterial embolism,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I77,Other disorders of arteries and arterioles,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I78,Diseases of capillaries,I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",I70-I79,"Diseases of arteries, arterioles and capillaries (I70-I79)",9,Diseases of the circulatory system (I00-I99)
I80,Phlebitis and thrombophlebitis,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I81,Portal vein thrombosis,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I82,Other venous embolism and thrombosis,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I83,Varicose veins of lower extremities,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I85,Esophageal varices,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I86,Varicose veins of other sites,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I87,Other disorders of veins,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I88,Nonspecific lymphadenitis,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I89,Other noninfective disorders of lymphatic vessels and lymph nodes,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",9,Diseases of the circulatory system (I00-I99)
I95,Hypotension,I95-I99,Other and unspecified disorders of the circulatory system (I95-I99),9,Diseases of the circulatory system (I00-I99)
I96,"Gangrene, not elsewhere classified",I95-I99,Other and unspecified disorders of the circulatory system (I95-I99),9,Diseases of the circulatory system (I00-I99)
I97,"Intraoperative and postprocedural complications and disorders of circulatory system, not elsewhere classified",I95-I99,Other and unspecified disorders of the circulatory system (I95-I99),9,Diseases of the circulatory system (I00-I99)
I99,Other and unspecified disorders of circulatory system,I95-I99,Other and unspecified disorders of the circulatory system (I95-I99),9,Diseases of the circulatory system (I00-I99)
J00,Acute nasopharyngitis [common cold],J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J01,Acute sinusitis,J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J02,Acute pharyngitis,J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J03,Acute tonsillitis,J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J04,Acute laryngitis and tracheitis,J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J06,Acute upper respiratory infections of multiple and unspecified sites,J00-J06,Acute upper respiratory infections (J00-J06),10,Diseases of the respiratory system (J00-J99)
J09,Influenza due to certain identified influenza viruses,J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J10,Influenza due to other identified influenza virus,J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J11,Influenza due to unidentified influenza virus,J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J12,"Viral pneumonia, not elsewhere classified",J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J13,Pneumonia due to Streptococcus pneumoniae,J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J14,Pneumonia due to Hemophilus influenzae,J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J15,"Bacterial pneumonia, not elsewhere classified",J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J16,"Pneumonia due to other infectious organisms, not elsewhere classified",J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J17,Pneumonia in diseases classified elsewhere,J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J18,"Pneumonia, unspecified organism",J09-J18,Influenza and pneumonia (J09-J18),10,Diseases of the respiratory system (J00-J99)
J20,Acute bronchitis,J20-J22,Other acute lower respiratory infections (J20-J22),10,Diseases of the respiratory system (J00-J99)
J21,Acute bronchiolitis,J20-J22,Other acute lower respiratory infections (J20-J22),10,Diseases of the respiratory system (J00-J99)
J22,Unspecified acute lower respiratory infection,J20-J22,Other acute lower respiratory infections (J20-J22),10,Diseases of the respiratory system (J00-J99)
J30,Vasomotor and allergic rhinitis,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J32,Chronic sinusitis,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J33,Nasal polyp,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J34,Other and unspecified disorders of nose and nasal sinuses,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J35,Chronic diseases of tonsils and adenoids,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J36,Peritonsillar abscess,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J37,Chronic laryngitis and laryngotracheitis,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J38,"Diseases of vocal cords and larynx, not elsewhere classified",J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J39,Other diseases of upper respiratory tract,J30-J39,Other diseases of upper respiratory tract (J30-J39),10,Diseases of the respiratory system (J00-J99)
J40,"Bronchitis, not specified as acute or chronic",J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
J41,Simple and mucopurulent chronic bronchitis,J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
J42,Unspecified chronic bronchitis,J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
J43,Emphysema,J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
J44,Other chronic obstructive pulmonary disease,J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
